label,comment
0,Mình mới mua giao nhanh chiều nay (mua chung với thẻ nhớ Samsung 64GB chính hãng)  Camera cài đặt bị lỗi nên mất hơn 1 tiếng vẫn ko cài đặt được Mặc dù để sát modem wifi lúc cài đặt nhưng Camera không có cách nào nhận diện được mã QR  ngoài ra khe cắm thẻ nhớ bị lỗi  cắm vào bị cứng luôn  không có cách nào lấy ra được  
0,Camera mua về kết nối  sử dụng được bình thường Nhưng được khoảng 30p-1tiếng thì camera tự tắt luôn  mình thử reset lại rất nhiều lần mà không được  liên hệ Tiki thì bảo đợi trong 48h  mình đang gắp mong được hỗ trợ đổi trả sớm  
0,2 sản phẩm mua cùng lần đều bị hiện tượng đen màn hình khi điều chỉnh góc quay camera cũng như coi lại video Mặc dù đã reset thiết bị nhiều lần những vẫn bị hiện tượng trên Thật sự rất là bất tiện
0,Mới mua đã bị lỗi  cắm nguồn vào đèn vàng bị đơ không chớp gì cả  reset cả chục lần vẫn không được Đã gọi lên tổng đài nhưng báo phải đợi kỹ thuật kiểm tra 1-2 ngày Đang cần gấp mà thế này Thất vọng với hàng điện tử củ Tiki  
0,Cửa hàng dùng wifi tốc độ cao  nhưng hỉnh luôn bị giật trong 2s 1 lần Đây là cái camera thứ 2 sử dụng nên mình biết chắc chắn có vấn đề  Ai support được không? Bảo hành thế nào ạ
0,Tôi mới mua sản phẩm vào tối qua (Ngày 19022020)  và đã sử dụng dịch vụ Tiki Now  nhưng khi về sử dụng thì không sử dụng được App luôn báo try your connection  mặc dù tôi đang sử dụng wifi bình thường Tôi đã call và báo đổi trả sản phẩm để báo đổi hàng nhưng đến trưa nay thì vẫn chưa thấy Tiki liên lạc lại  
0,1 Ứng dụng mi home chán Sử dụng 2 camera thì khi mở lên chỉ xem được một cái Cái còn lại dừng ở màn hình bufering chừng hơn 1 phút mới xem dc Muốn xem liền thì phải tắt ứng dụng mi home đi và mở lại Hỏi nhân viên kĩ thuật nói lỗi ứng dụng k khắc phục được và chỉ nên sử dụng 1 camera trên ứng dụng mi home Vậy chắc phải bán 1 cái đi 2 Không biết cách bật theo dõi chuyển động  đã bật monitoring nhưng k biết làm sao để bật theo dõi chuyển động Hỏi nhân viên kĩ thuật cũng k hướng dẫn cụ thể  chỉ nói chung chung là tìm mục dertec motion gì đó nên k biết Tìm hướng dẫn trên mạng cũng k có  
0,e mới nhận hàng sáng nay 2 cái mà lúc đang cài cái đầu tiên xong thì thấy bái phiên vản mới sau khi e cập nhật xong thì nó bị lỗi treo đèn vàng ko thể kết nối được vậy shop cho hỏi cái này xử lý thế nào hay đổi lại cái mới
0,Hàng giao nhanh (một phần vì trả phí)  đóng gói gọn  Về kích hoạt thì không thành công  Thử bằng dây jack khác ở nhà thì ok  Gọi điện hotline phản ánh đề nghị sửa chữa bảo hành mà hai hôm rồi không thấy phản hồi dù đã gọi lại lần thứ 2 
0,Sau khi dùng 1 ngày thì camera bên mình bị lỗi không kết nối được  sau reset lại camera thì không thể kết nối với mạng trong khi đó điện thoại vẫn kết nối mạng bình thường  Mong tiki xem xét giúp mình về trường hợp này
0,"Tiki hỗ trợ giúp mình  Mình mua 2 sản phẩm này về  xem tầm 3 4 ngày đầu rất ổn  nhưng sau đó bị lỗi ""ngoại tuyến"" mặc dù đã kiểm tra nguồn điến  wifi  Nhờ tiki xem xét hỗ trợ đổi sản phẩm mới "
0,Trước đây đã từng mua 2 cái xiaomi đúng loại này thì có đủ cục sạc Nay mua thêm 2 cái khác nữa chỉ có cáp nên không thể sử dụng được ngay mà phải đi tìm mua thêm 2 cục sạc Thật bất tiện  
0,Đây là lần thứ hai mua cam này của Tiki Trading Không hài lòng vì Giá đắt hơn nhưng không củ nguồn  không bám dính chuyển động như quảng cáo  Cho 2 sao vì giao hàng rất nhanh Muốn trả lại  
0,Mình thử bật tắt chế độ xem ban đêm mà vẫn không nhìn thấy gi  cho mình hỏi camera này có hỗ trợ xem ban đêm không? Mình sẽ đánh giá lại sau khi có câu trả lời  
0,Tôi có đặt mua 2 camera xiaomi 360 ngày 20420 Sản phẩm không kết nối internet  vẫn chưa sử dụng được Tôi cần hỗ trợ TIKI kỹ thuật hoặc cho trả lại hàng  
0,Tôi rất thất vọng về tiki lần này Sản phẩm đặt tiki ship 2h bảo là ship trc 6h chiều nhưng hôm đó k hề ship bất cứ thứ gì Sáng hôm sau báo ship rồi nhưng tôi vẫn chưa nhận được hàng trong khi món hàng tôi đã thanh toán trước
0,Đó giờ mua đồ qua tiki  lần đầu tiên tôi bị trường hợp như thế này mọi người ạ Hàng thì móp méo  lỗi thậm tệ  có chi tiết từng ảnh  mở hàng ra mà sốc luôn Mn nhận hàng và lưu ý nhớ cẩn thận kiểm tra kĩ nhé Đừng vì thương shipper mà để shop nó lương lẹo vậy  
0,Xem kĩ các cmt rồi mới đặt hàng  Lần đàu tiên bực mỉnh tiki đến như vậy ? Cho mình hỏi là khi lấy hàng từ đơn vị phân phối tiki có check hàng cho khách hay không ? Hay lấy về rồi bọc cho kĩ vào đến lauc tháo ra thì như vậy ?
0,Vì trời mưa  mình thấy tội shipper đứng đợi nên kh check hàng mà thanh toán luôn  vừa mở ra thì 2 thứ rớt ra  gắn mãi kh được thì mới biết cái khớp bị gãy  mình kh biết do chất lượng kém hay do vận chuyển nhưng dù lý do gì thì mình vẫn mong được xem xét lại
0,Mua về khui ra đã thiếu remote ( mặc dù tiêu để sản phẩm có để rõ ràng là kèm remote ? ) Lấy ra sử dụng để điện thoại lên quay phim 10p sau là văng hẳn điện thoại xuống đất (mình dùng 6s plus) Điệ Thoạt cũng chẳng nặng mấy  Tiếp đó cúe gắn lên là thanh giữ điện thoại bị bụng lớp mút dán báy điện thoại xuống đất liền tục Cần giũ
0,Đã thấy rất nhiều người phàn nàn là không có remote nhưng mình vẫn thử mua xem sao Và xui thay là mình cũng bị giao thiếu remote Shop tồi khi để ghi chú sản phẩm kèm remote nhưng lại không giao cho khách  
0,Sản phẩm tôi nhận được không có remote cũng như đế kẹp cho máy ảnh Nút vặn gãy ngay từ khi mở hàng  
0,Thiếu vít nên không thể chụp được Đề nghị Tiki yêu cầu shop giao sớm vì mình còn về quê
0,Không có remote kèm theo Đề nghị check kỹ sản phẩm đăng bán Đừng lừa khách Cảm ơn
0,Shop ghi là chân máy 3120 nhưng gia hàng thì lại là loại 3110 là sao ????:((
0,giá đỡ thì ok còn cái remote mình mong chờ nhất lại ko dùng được kiểu như hết pin hay sao í khi mở hộp kiểm tra ko kĩ đến khi về nhà thấy nó vẫn đang trong chế độ bật nhận hàng đã mất 5 ngày rồi  thì giờ đổi trả mất công quá nên nghĩ lại thôi
0,giao hàng không đầy đủ như giới thiệu   thiếu mất remote Bluetooth  nhưng vì nó cũng chỉ là món hàng giá rẻ nên mình cũng bỏ qua   nhưng qua sự việc này thấy bên nhà cung cấp không có trách nhiệm với khách hàng   chẳng buồn kiểm tra hàng trước khi gửi 
0,Sản phẩm thua cả đồ chơi cho con nít  rất ẻo lả không chắc chắn  mua về không sử dụng được  kẹp điện thoại vào chỉ sợ rơi hỏng luôn cả điện thoại  
0,Chất lượng nhựa kém  chưa dùng đã hư rồi  gãy chân cái 1
0,Yếu quá  khớp vặn k chắc chắn  lỏng lẻo Tệ  
0,Thật sự thất vọng  Trước khi mua mình cũng có đọc comment của các bạn thì thấy một số bạn kêu không có remote nhưng mình cũng mua thử với tâm lý chắc mình không vậy đâu Nhưng mở hộp ra thì chẳng thấy remote đâu cả Đề nghị shop nếu không có remote trong kiện hàng của nhiều người thì nên chỉnh lại mô tả để tránh gây nhầm lẫn cho nhiều người  
0,Giao hàng không đúng như quảng cáo  trong quảng cáo có remote nhưng khi giao không có Mình thấy thất vọng quá Còn chân thì khá oke 3 sao
0,Bộ phận nhựa ngay chỗ ngàm giữ điện thoại quá yếu  rất dễ gãy
0,Đúng mẫu Nhưng không bền  
1,Sản phẩm giống hình  chân làm bằng nhựa nên có vẻ không chắc chắn lắm khi dùng nên cẩn thận kẻo gãy Remote có thể dùng được  kết nối được với đt qua blue tooth Giao hàng sớm hơn 1 ngày - Nhược điểm: có một số vít rất nhỏ khi xoay mở chốt rất dễ rơi mất
1,đầy đủ phụ kiện như hình phần trên hơi lỏng một chút nhưng vẫn ok kẹp đt hơi chặt phải dùng case để tránh trầy xước đt bấm bluetooth nhạy đáng tiền đáng mua
1,Hàng chính hãng đóng gói cẩn thận dùng oke  tuy nhiên ko tương thích với androi cho lắm  IOS xài hàng này ổn hơn thanks
1,Sản phẩm đến hơi chậm nhưng hài lòng về thiết bị Có đầy đủ dụng cụ dùng bền
1,Giao hàng nhanh  test qua hiện tại chưa có lỗi gì  khá ok
1,giao hàng nhanh  hàng chính hãng đóng gói ok chất lượng sản phẩm tốt
1,ok sản phẩm tốt trong tầm giá chống rung ok sản phẩm đóng gói và giao hàng nhanh
1,Sản phẩm tốt giá cả ok thank shop gửi hàng đúng chất lượng 
1,Sản phẩm ok  Dùng tương đối tốt
1,Tiki giao hàng sớm  đóng gói cẩn thận Sản phẩm nguyên seal có chân tripod và cáp sạc Type-C Giá rẻ nhưng chất lượng cao  hoàn thiện đẹp  hỗ trợ cân bằng  chống rung tốt Phần mềm Zy Play kết nối nhanh  nhiều tính năng  quay phim  chụp hình đều đẹp Các nút điều khiển phân bổ hợp lý và rất dễ làm quen Pin dùng rất lâu nhé  
1,Giao hàng sớm hơn dự kiến 3 ngày  máy mua về y như hình  xài rất ưng chống rung tốt trong mọi hoàn cảnh  bạn nào có nhu cầu về quay phim chống rung hãy mua ngay chiếc gimbal smooth 4 này  rất ngon bổ rẻ nhé  mới mua máy về là đánh giá ngay luôn nên các bạn cứ yên tâm mà đặt hàng trên này nhê
1,Đáng đồng tiền Lúc đầu mua về chưa có thời gian nghiên cứu Tìm hiểu từ từ thì cũng sử dụng được Rất tiện cho việc làm phim tại nhà  phượt  du lịch  làm clip nhỏ cho gia đình 👍
1,Hàng xài ngon lắm các bác ơi Mình mới xài lần đầu nên hok thể đánh giá sự hơn kém giữa các dòng khác nhưng thấy con này tốt  sắc xảo  dễ sử dụng Giao hàng sớm hơn lịch hẹn
1,hàng giao nhanh hơn dự kiến hướng dẫn sử dụng ko có tiếng việt nên hơi khó thao tác đối với những người lần đầu làm quen với gimbal hộp full   sp chất lượng tốt  chính hãng  
1,Tiki giao nhanh Chất lượng đóng gói cẩn thận Gimbal sử dụng khá tốt Nhưng phần mềm quay của tài nhiều thứ không được hài lòng
1,Mình đã dùng qua rồi Lần này mua thêm Chất lượng vẫn ok như caia trc mình dùng 5sao cho Tiki và bên bán hàng
1,Chất lượng sản phẩm tốt  mới xài quay thử 2 lần nhưng chất lượng chống rung tốt Mua vào đợt khuyến mãi nên giá khá rẻ so với thị trường Có điều hơi khó xài với người mới  
1,giao hàng nhanh  nguyên seal Xiaomi redmi note 5 hoạt động oke luôn Chỉ có vấn đề chỗ zoom trên Android không mượt mà như IOS  nhưng mình không zoom trong khi quay nên thấy không quan trọng lắm  
1,Mình sử dụng để quay video du lịch nên rất thích gimbal này Có điều khi gắn iphone 11 Pro Max thì gimbal chịu ko nổi trọng lượng của nó nên khung hình hơi nghiêng
1,Gói hàng cẩn thận Giao hàng nhanh
1,Tiki giao hàng nhanh Hộp sản phẩm đầy đủ nguyên seal Đóng gói cẩn thận Nhân viên giao hàng vui tính Rất hài lòng Lần sau sẽ mua tiếp của tiki trading  )
1,Giao hàng nhanh chóng  sản phẩm chất lượng Không còn gì để chê  
1,Đóng gói chắc chắn và giao hàng nhanh chóng  đặt hàng sau 2 ngày nhận được hàng ngay 
1,hàng chính hãng  đã mua và trải nghiệm rất tuyệt giao hàng nhanh  nhân viên giao hàng thân thiện dịch vụ chăm sóc khách hàng rất chu đáo
1,rất ưng  hàng mới nguyên siu  không móp méo trầy xước   giá hơi cao hơn shop khác một chút nhưng mua hàng online quan trọng nhất là chất lượng  ok 5 sao
1,Rất Nhanh   Vừa Đặt Hôm 13   Hôm Nay 16 Thì Nhân Viên Gọi Lấy Hàng Rồi   Sản Phẩm ok không có gì chê được
1,Giao hàng đúng theo mẫu mã sp đã quảng cáo  mình chưa dùng thử nhưng ngoại quan thấy có vẻ rất OK nên cứ cho 5* đã  
1,Sản phẩm đúng với hình  có bảo hành đầy đủ  giao hàng khá nhanh  đóng hàng khá đơn giản nên lúc vận chuyển bị móp méo
1,Rất tốt  phù hợp với dựng phim điện thoại Có rất nhiều hướng dẫn sử dụng trên youtube để cacs bạn có thể tham khảo  
1,Giao hàng nhanh  đóng gói kỹ càng  hàng chất lượng  
1,giao hàng quá nhanh so với quy định bõ công mong chờ he he  
1,Hàng gửi nhanh  đúng hẹn  dóng gói cẩn thận Sẽ ủng hộ tiếp tục  
1,Đúng như trên trang kiti Mẩu mả như hình  Bao bì kỹ lưởng  Giao hàng như đả hẹn Sẽ mua hàng bên Kiti để ũng hộ  
1,Giao hàng sớm hơn dự kiến hai ngày  hàng chất lượng chính hãng  
1,Hẹn thứ 5 giao mà thứ 3 hàng đã đến tay  chất lượng tuyệt vời
1,Giao hàng nhanh Dùng thực tế đc khoảng 6-8h liên tục  dùng lâu khá là nóng máy  
1,Hàng mới chất lượng có giấy bảo hành là biết shop có uy tín
1,Rất tốt chất lượng  nhưng nếu quay video bằng ứng dụng zy play thì chưa mượt mà
1,Dùng ổn  hoạt động tốt trên galaxy s10+ Nhiều nút quá sử dụng mãi không hết 
1,Dự kiến 1 tuần mà 4 ngày đã nhận hàng  hàng chất lượng 100%
1,máy ok đóng gói cẩn thận giao hàng nhanh nhưng sp cũng bt
1,hàng nguyên seal đóng gói cẩn thận xài tốt với giá 1  9tr cũng dễ dùng thôi
1,Giao hàng uy tín  nguyên seal  có giấy tờ bảo hành  đầy đủ phụ kiện  
1,hàng chuẩn đóng gói cẩn thận mình rất ưng  
1,Sản phẩm dùng tốt  hàng chính hãng pin khỏe  dùng ổn định với điện thoại note8
1,Mình đã nhận đc hàng rất ok ạ Đóng gói hơi to tý thôi ạ
1,trên cả tuyệt vời từ giao hàng đến đóng gói hàng  rồi chất lượng hàng hóa  
1,Ship ngay trong 2 tiếng trong khi giá rẻ nhất   sản phảm ưng ý
1,Dao hàng rất nhanh đóng gói cẩn thận Hàng rất ok
0,Vì Tiki hẹn tới hẹn lui nên lên đây phản hồi sản phẩm cho mọi người cùng biết để suy nghĩ kĩ trước khi mua Sản phẩm mình nhận được là vậy  chân đế cho vào bịch  nhét vào bao nylong và giao cho mình  không hộp  không hướng dẫn Chân đế nhẹ nên cảm giác không vững khi bạn dùng khấc 3 Điều quan trọng là Tiki phục vụ rất tệ trong đợt hàng mình mua kì này Gọi điện lên tổng đài  hẹn trong 48h sẽ giải quyết về việc hộp của sản phẩm  đồng thời cũng nói mình gửi Mail  bên Tiki cũng Thông báo là nhận email  rồi im hơi lặng tiếng Ngày 107 mình gọi lại tổng đài thì bảo trong tuần này sẽ giải quyết Hôm nay là 157 rồi  cũng chẳng thấy gọi phản hồi gì cả Cảm giác Tiki không quản trị rủi ro sau bán hàng Các sản phẩm trước mình mua đều tốt cả  chỉ có lần này là mình thất vọng thôi Vẫn ủng hộ Tiki về sách  
0,Không hài lòng khi cửa hàng không thể xuất hóa đơn VAT và không hề báo lại thông tin trước cho khách hàng Chỉ đến khi nhận hàng  yêu cầu hóa đơn đỏ mới nhận được thông tin không xuất được VAT là quá muộn  
0,đặt T880 giao T660 bào đến lấy hàng mà k thèm đến im hơi luôn
0,Hàng bằng nhựa Vít ốc hơi lõng lẽo vì bằng nhựa Giá cả so với chất lượng nhựa cũng tạm ổn  Cần hoàn thiện ốc vít Hàng phổ thông chống cháy thôi Chứ dùng nhiều  thì không nên mua Khuyên chân thành Chụp cho vui thì được Chứ dùng nhiều thì không ổn  
0,trước khi coi tải trọng 3kg nhận hàng xong coi trên hộp ghi 2kg xem lai đơn đặc hàng ghi 2kg nói chung không mua tiki nữa
0,Chất lượng ọp ẹp  phần khóa nhựa gắn máy vào chân lỏng lẻo không chắc chắn  tự bug ra khá nguy hiểm cho máy Cơ bản là không nên sử dụng
0,Tuy sản phẩm tốt như mong đợi tuy nhiên Tiki giao hàng quá chậm  mình ko rõ lý do Từ lúc đặt hàng đến lúc nhận được hàng mất 9 ngày 
0,Sản phẩm không check được bằng phần mềm SanDiskSecureAccess chính hãng Nếu chính hãng tại sao không sử dụng được phần mềm này Nghi vấn là hàng nhái Yêu cầu tiki làm rõ  
0,Như tiêu đề  đặt 1 tuần rồi  đến ngày giao thì lại hẹn trễ 1 ngày  xong sang hôm sau vẫn ko thấy hàng đâu  Thôi hủy đơn cho rồi
0,Key của phần mềm rescue pro deluxe không đúng  Không đăng ký phần mềm được Chán  
0,Hàng kém chát lượng  tôi đã phải bảo hành tới 2 lần  và không yên tâm khi dùng
0,Thẻ nằm ngoài miếng nilon ép màng co  hộp của sandisk có dấu hiệu đã bị bóc và đc ghim lại để giữ sp Thẻ vẫn hoạt động bình thường
0,lần đầu mua hàng  ăn ngay cái thẻ lỗi h đặt lại xem thế nào
0,shop giao hàng cũ cho mình  camera mình về không xoay được  tem bị bong tróc và nhòe chữ  đề nghị tiki phản hồi với shop để lần sau không có ai bị mua hàng giống mình nữa  thật sự rất không hài lòng về chất lương của hàng hóa mặc dù mình rất thích mua hàng trên tiki vì tốc độ giao hàng rất nhanh nhưng shop bán hàng giao cho mình háng đã qua sử dụng rồi họa cũng có thể là hàng bảo hành nên sử dụng rất tệ
0,1  Mua về thấy logo trên camera khác hơn so với hình ảnh 2 Mình lấy app cài camera qua wifi không được phải nối dây mangh trực tiếp Nối xong camera lên được đúng 1 lần rồi vào chế độ offline luôn  vĩnh viễn không bao giờ kết nối mạng 1 lần nữa Reset lại camera chỉ để gặp trường hợp tương tự Thất vọng  -  
0,nhận xong hàng test ms biết nó ko khác gì món đồ chơi trẻ con phải nói là quá tệ kết nối chập trờn mắt 1  0 thì nhìn thấy cái gì đúng là dại mất 287k ngủ một lần ms khôn ra đc  
0,giao hàng kém chất lượng   xong rồi thu hồi   và báo giả tiền lại khách hàng ko bán nữa   tiki bán như vậy thì làm sao cạnh tranh với sphooee
0,Hàng đã thông báo lỗi từ ngày 14012020 đến hôm nay ngày 05022020 vẫn chưa nhận được thông tin chính xác hàng bị lỗi gì và hướng xử lý như thế nào
0,Bật loa trên ứng dụng để nghe âm thanh xung quanh camera nhưng không nghe được  có tiếng iiiiiiiiiiiiiiiii tuy nhỏ nhưng rất khó chịu  
0,Cam của mình dùng được 2 tháng đến giờ nó cứ load thế này nhưng k tài nào lên nổi hình Mong tiki có phương án hỗ trợ  
0,Đặt camera 3 dâu thì gủi 2 dâu Dùng dược mấy hôm thì hỏng loa b h làm sao để đk bảo hành vậy shop Liên hệ lại nhé shop
0,Vừa mua về và ghim điện vào camera không sử dụng được nhờ tiki hỗ trợ đổi trả hay khắc phục giúp em ạ 
0,không lên hình vào ban đêm  TIKI QUẢNG CÁO VỚ VẨN QUÁ ĐÂY LÀ ẢNH BAN ĐÊM MÌNH VỪA CHỤP MÀN HÌNH
0,Cài đặt xong mà màn hình quay quay không lên hình được Đã mua nhiều cái rồi mà cái này bị vậy
0,Khi nhận lắp dặt thì camera nhoè k quan sát dc Cần đổi lại
1,Camera hơi khó kết nối wifi  phải kết nối bằng mạng dây trước Nhưng rất nét  phù hợp với giá tiền Hài lòng
1,Trong tầm giá như vậy mà được như này thì quá ok  còn về lâu dài thì nhận xét sao  tốt
1,Hàng chuẩn chất lượng camera tốt  Hình ảnh full HD  Đóng gói rất kỹ tuyệt vời
1,dùng rất ok mọi người ạ ban đêm xem rõ  đàm thoại tốt giá hợp lý cài đặt đơn giản
1,Sản phẩm ok dùng tốt   rẻ Hiện tại chưa thấy vấn đề gì Hi bọng dùng đc lâu cho 5 sao
1,Thấy cũng dễ xài  nên quyết định mua thêm 2 cái nữa  
1,sản phẩm tốt dong gói đẹp  hơn cả mong đợi  hài lòng với sản phẩm
1,camera cực kì chất lượng giá rẻ mà quá trời tính năng luôn
1,Giao hang nhanh va hình anh rất ro nét  Noi chung la rất hai Long
1,Hàng nhận nhanh  gắn vào dùng ok  mong là sd sẽ bền
1,với giá này thì cũng ok  chưa biết độ bền thế nào thôi
1,giao hàng nhanh  sản phảm ok  chất lượng hài lòng  giá họp lý  
1,Mới nhận hàng tối qua thời gian giao hàng chuẩn đúng hẹn giao hàng có bọc xốp rất êm và chắc chắn ko sợ va đập Tripod rất hầm hố  cao ngang mặt mình luôn  vác cái này ra chắc ngta choáng luôn ? Tripod rất chắc chắn và khỏe khoắn  ko sợ gió to Ở mức giá 500k thì quá thơm cho cuộc tình này rồi Chỉ là hơi cao to và nặng 1 chút nhưng nói chung là ok
1,Thật lòng mà nói là lần đầu tiên tìm mua chân máy ảnh  chưa từng xài qua nên cũng tìm hiểu khá kỹ Lúc đầu định bụng ra ngoài cửa hàng tìm và thử tại chỗ luôn cho chắc ăn  nhưng sợ ko rành lại bị chém đẹp Sau nhiều ngày nghiên cứu thì quyết định chọn dòng này để mua Vì mình chỉ là dân nghiệp dư  mua để đi du lịch thôi  máy ảnh mình cũng nhẹ nên tầm giá này là vừa Đến khi nhận hàng thì cảm thấy thật vừa ý Chân máy khá chắc chắn  chốt gắn máy ảnh cũng vừa vặn  các khớp xoay  vặn nhẹ nhàng trơn tru Có cái túi đeo quá tiện lun Tuy trên mạng ghi chiều cao đối đa là 1 45m nhưng thực tế mình căng hết cỡ sẽ đc tầm 1m6 lận (tầm cao 1m5 cho đến 1m6 là vừa đẹp cho 1 chân máy ảnh - anh rể mình là thợ ảnh chuyên nghiệp nói thế  hehe :D ) Thêm 1 điểm cộng  như mọi khi  hàng Tiki lun được đóng gói kỹ càng Từ ngày Tiki đổi dịch vụ chuyển phát thì thấy thời gian giao hàng được cải thiện nhiều Túm lại là  sp này mình ko ngần ngại cho 5 sao  
1,Tripod đẹp  chắc chắn  giá cả hợp lý vừa túi tiền Tiki đóng gói cẩn thận  tuy nhiên nhiều túi bóng quá lại không tốt cho môi trường Tiki nên sớm chuyển sang vật liệu thân thiện với môi trường hơn
1,Sản phẩm đóng gói kỹ càng  chất lượng cũng ok trong mức giá Rất tiện lợi sử dụng cho nhiều loại máy quay
1,Tính trừ 1 sao vì sự chậm trễ của tiki Nhưng nghĩ đi nghĩ lại do sản phẩm tốt  chắc chắn như mong đợi Với lại mình mua đúng dịp giảm giá + tiền thưởng của MoMo nên 350k là quá rẻ cho 1 chiếc Tripod như vậy
1,Cầm lên khá đầm tay và chắc chắn Có tặng kèm túi đựng khá tiện lợi Mình không có yêu cầu quá khắc khe trong việc quaychụp nên Benro T880 EX là vừa đủ  
1,Giao hơi lâu  mua giá 488  888 hợp lý  gắng được chân điện thoại di động  máy Cannon 700D  chân chắc vững Sản phẩm mới hoàn toàn  các trục  khớp quay hơi rích  cứng  
1,Hàng chuẩn  chắc chắn  bao bì đẹp  có túi xách theo Rất phù hợp với giá tiền Nếu quay trên 1m thì độ rộng chân máy cũng khá rộng Duy có tay quay nâng lên thì hơi kém Do đó khi quay cần cẩn thận nhẹ nhàng Nói chung là OK
1,Tiki đóng gói cẩn thận và giao hàng rất đúng hẹn Chân máy này mình thấy tương đối chắc chắn  chịu lực ổn (với máy canon 700D) và phù hợp với nhu cầu sử dụng không quá nhiều (mình mua chủ yếu để thỉnh thoảng chụp hình tập thể thôi) Giá cả hợp lí  
1,hàng ok nha bà con  có kèm túi đựng  đóng hàng trong hộp nhìn rất bài bản  giao hàng nhanh cực sản phẩm ko có kèm giá đỡ điện thoại đâu  khi mua thì mua kèm cái giá đỡ có 79k thôi ahihi
1,Chân máy đẹp  chắc chắn  tốt hơn mong đợi  phụ kiện túi đi kèm đầy đủ  
1,Nhìn bề ngoài và sử dụng vài lần có cảm giác chắc chắn Khá là thích  
1,Đã nhận hàng sau 2 ngày  Tiki giao hàng khá nhanh  goia cẩn thận  tripod chắc chắn  không phát hiện lỗi gì Chưa sử dụng nên chưa thể thẩm đinhj độ bền được
1,sóp tư vấn cẩn thận   Máy chạy nhanh  qua hai ngày test zoom khá mượt nhanh cám ơn sóp chúc sóp làm ăn tốt  
1,Hàng tốt và đẹp   sử dụng rất mượt  Đặc biệt là cách chăm sóc khách hàng rất tốt
1,Giao hàng nhanh   màn hình 14inch nhưng hơi lỏng 
0,I had this laptop for about a week and it already crashed I had to bring it to a repair shop to get it checked and the hard disk is broken This purchase was a gamble since this is a second hand laptop and unfortunately for me  I got a defective one  
1,Máy đẹp gần như mới Dịch vụ chu đáo tận tình khi có thắc mắc về sản phẩm Giá cả hợp lý Pin mới chạy được khoảng hơn 2h Cảm thấy shop bán hàng có uy tín  thật thà tình thần vì khách hàng  Cám ơn shop 
1,Đã nhận được hàng  quá OK  cảm ơn shop rất nhiều  
1,Hình dạng OK  đúng như quảng cáo  về chất lượng sẽ đánh giá sau  
1,Hàng đẹp đúng như hình Có điều ko thấy usb chuột không dây Tiếp tục ủng hộ shop
1,đóng gói cẩn thận máy chạy êm phù hợp vs vc văn phòng giải trí học tập  mỗi tội pin k đc lâu  dùng chưa đc nửa tiếng đã hết r máy nhanh nóng
1,Máy nhanh nóng và nhanh hết pin  phải cắm xạc thường xuyên  man hình hơi mờ không được rõ  đuoc cái giao hàng nhanh  
1,Máy dùng tốt ổn định PIN dùng được khoảng hơn 2 tiếng
1,sản phẩm tuyệt vời đẹp và chắc chắn máy sài ngon shop lại tặng thêm phụ kiện các bạn mua hoàn toàn yên tâm
1,tuyệt vời shop bán hàng uy tín  chất lượng trên 5*   mình ở sài gòn nhưng thấy shop bán uy tín mình vẫn mua  phụ kiện đầy đủ như hình
1,Máy tốt  shop nhiệt tình vui tính và đặc biệt uy tín  mình đã được đổi trả máy bị lỗi trong vòng 3 ngày Chúc shop bán ra được thật nhiều máy :D
1,giao hàng nhanh  gói cẩn thận  hàng đúng cam kết của shop  tư vấn nhiệt tình   chúc shop bán được nhiều sp hơn nữa  
1,đóng gói đẹp giao hành nhanh còn mỗi một điều không hài lòng đó là shop bảo cài đặt hộ mình mấy pm không thấy cài nói chung là cũng ổn
1,lap top đẹp có đều hơi trầy xước một tí chỗ Cam mất miếng dán bảo vệ Chơi liên minh rất mượt 119fpx
1,Ai có Ý Định mua hàng của Shop này thì Súc Liền Đi nhé Chừng chừ là Hết hàng Đó shop tư vấn nhiệt tình ae ung hộ shop dc nhé
1,Máy tốt có điều to hơn mình tưởng tượng
1,dùng được ngon nhưng khi về bị lỏng ổ cứng phải lắp lại lên cho 4 sao
1,tuyệt vời  chưa chiến thử game lên k biết bật đồ họa cao đc k  shop rất nhiệt tình  giao hàng rất nhanh RẤT HÀI LÒNG
1,mới về thấy cũng OK giao hàng tận nơi nhanh
1,SẢN PHẨM TỐT TRONG TẦM GIÁ  MÁY CÒN KHÁ MỚI  BÁN HÀNG NHIỆT TÌNH CHẤT LƯỢNG THÌ MỚI CÓ 1 THÁNG NÊN CHƯA ĐÁNH GIÁ ĐƯỢC MÁY CHẠY MƯỢT HÀI LÒNG
1,Máy zin 99%  chạy mượt mà ổn định  vừa sử dụng vừa sạc vẫn mát máy ngon  rất hài lòng từ sản phẩm đến người bán hàng )))) thanks shop  
1,máy tốt dùng đc giao hàng đúng thời điểm
1,chỗ cảm ứng chuột đặt lệch về bên trái gây khó khăn cho việc chơi game  
1,còn nhiu vấn đề chưa hài lông vì máy tốt cho 5 *****
1,máy khá ổn 
1,mới Sài thấy rất tốt shop tư vấn nhiệt tình chu đáo uy tín
1,laptop đẹp shop tư vấn nhiệt tình nói chung là ok
1,laptop ngon  ngoại hình ok  game mượt  shop nhiệt tình rất nhiệt
1,tốt shop hỗ trợ nhiệt tình  chúc shop phát triển mạnh mẽ
